OCCURRENCE_YEAR,OCCURRENCE_DATE,REPORTED_DATE,BiasMotivation,PRIMARY_OFFENCE,NEIGHBOURHOOD_140,ARREST_MADE
2023,2023-06-28,2023-06-29,Religion,Mischief Under $5000,Agincourt South-Malvern West (128),NO
2023,2023-06-28,2023-06-28,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-06-30,2023-07-04,Sexual Orientation,Mischief Under $5000,Thorncliffe Park (55),NO
2023,2023-06-30,2023-07-06,Sexual Orientation,Mischief Under $5000,Thorncliffe Park (55),NO
2023,2023-07-01,2023-08-11,Race/Ethnicity,Harassing Communications,Willowdale West (37),NO
2023,2023-07-01,2023-09-25,Ethnicity,Assault,Cabbagetown-South St.James Town (71),YES
2023,2023-07-01,2023-07-01,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-07-01,2023-07-01,Gender,Uttering Threats - Bodily Harm,Weston (113),NO
2023,2023-07-02,2023-07-05,Religion,Mischief Interfere With Property,Newtonbrook West (36),NO
2023,2023-07-02,2023-07-09,Religion,Mischief Under $5000,Banbury-Don Mills (42),NO
2023,2023-07-03,2023-07-03,Religion,Mischief Under $5000,Annex (95),NO
2023,2023-07-06,2023-07-06,Race/Ethnicity,Mischief Under $5000,Lansing-Westgate (38),NO
2023,2023-07-06,2023-07-07,Religion,Mischief Under $5000,University (79),NO
2023,2023-07-07,2023-07-07,Religion,Mischief Under $5000,Banbury-Don Mills (42),NO
2023,2023-07-08,2023-07-08,Religion,Uttering Threats - Bodily Harm,Glenfield-Jane Heights (25),NO
2023,2023-07-09,2023-07-11,Race/Ethnicity,Mischief Under $5000,Pleasant View (46),NO
2023,2023-07-09,2023-07-10,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),NO
2023,2023-07-10,2023-07-10,Religion,Uttering Threats - Bodily Harm,Bedford Park-Nortown (39),NO
2023,2023-07-13,2023-07-13,Sexual Orientation,Mischief Under $5000,Stonegate-Queensway (16),NO
2023,2023-07-15,2023-07-15,Sexual Orientation,Mischief Under $5000,South Parkdale (85),NO
2023,2023-07-18,2023-07-25,Religion,Mischief Under $5000,Wychwood (94),NO
2023,2023-07-19,2023-07-19,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-07-19,2023-07-19,Ethnicity,Assault,High Park North (88),NO
2023,2023-07-20,2023-07-20,Religion,Aggravated Assault,Newtonbrook West (36),YES
2023,2023-07-21,2023-07-21,Religion,Mischief Under $5000,Lawrence Park North (105),NO
2023,2023-07-23,2023-07-23,Race/Ethnicity,Uttering Threats - Bodily Harm,East End-Danforth (62),YES
2023,2023-07-23,2023-08-07,Religion,Mischief Under $5000,Banbury-Don Mills (42),NO
2023,2023-07-25,2023-07-26,Religion,Mischief Under $5000,Little Portugal (84),NO
2023,2023-07-26,2023-07-27,Religion,Uttering Threats - Bodily Harm,Moss Park (73),NO
2023,2023-07-26,2023-07-26,Sexual Orientation,Mischief Under $5000,Little Portugal (84),NO
2023,2023-07-27,2023-07-27,Sexual Orientation,Uttering Threats - Bodily Harm,Humewood-Cedarvale (106),YES
2023,2023-07-29,2023-07-29,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-07-29,2023-07-29,Ethnicity,Assault,Bay Street Corridor (76),NO
2023,2023-08-01,2023-09-02,Sexual Orientation,Uttering Threats - Property,Woodbine-Lumsden (60),YES
2023,2023-08-03,2023-08-03,Race/Ethnicity,Mischief Under $5000,Kennedy Park (124),NO
2023,2023-08-05,2023-08-06,Religion,Mischief Under $5000,Forest Hill North (102),NO
2023,2023-08-08,2023-08-08,Religion,Mischief Under $5000,Lawrence Park North (105),NO
2023,2023-08-08,2023-08-09,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-08-10,2023-08-14,Race/Ethnicity,Criminal Harassment,Parkwoods-Donalda (45),YES
2023,2023-08-11,2023-08-11,Religion,Uttering Threats - Bodily Harm,Blake-Jones (69),NO
2023,2023-08-12,2023-08-14,Race/Ethnicity,Assault,High Park North (88),NO
2023,2023-08-14,2023-08-14,Religion,Assault,Milliken (130),NO
2023,2023-08-16,2023-08-16,Religion,Harassing Communications,Lansing-Westgate (38),NO
2023,2023-08-21,2023-08-21,Sexual Orientation,Mischief Under $5000,Lawrence Park North (105),NO
2023,2023-08-26,2023-08-26,Sexual Orientation,Assault With a Weapon,L'Amoreaux (117),YES
2023,2023-08-26,2023-09-07,Gender,Assault,Moss Park (73),NO
2023,2023-08-27,2023-11-27,Religion,Mischief Under $5000,Mount Pleasant West (104),NO
2023,2023-08-27,2023-08-27,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-08-28,2023-08-28,Race/Ethnicity,Mischief Under $5000,York University Heights (27),NO
2023,2023-08-28,2023-08-29,Race/Ethnicity,Mischief Under $5000,Danforth (66),NO
2023,2023-08-30,2023-08-30,Race/Ethnicity,Uttering Threats - Bodily Harm,Danforth (66),YES
2023,2023-08-31,2023-08-31,Religion,Mischief Under $5000,Thorncliffe Park (55),NO
2023,2023-09-02,2023-09-03,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Englemount-Lawrence (32),YES
2023,2023-09-02,2023-09-08,Religion,Mischief Under $5000,Yonge-Eglinton (100),NO
2023,2023-09-02,2023-09-02,Race/Ethnicity,Uttering Threats - Bodily Harm,Humber Summit (21),NO
2023,2023-09-03,2023-09-03,Religion,Mischief Under $5000,Islington-City Centre West (14),NO
2023,2023-09-03,2023-09-04,Religion,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2023,2023-09-03,2023-09-03,Race/Ethnicity,Mischief Under $5000,Hillcrest Village (48),NO
2023,2023-09-06,2023-09-07,Sexual Orientation,Assault,Corso Italia-Davenport (92),NO
2023,2023-09-07,2023-09-07,Religion,Mischief Under $5000,Leaside-Bennington (56),NO
2023,2023-09-07,2023-09-24,Sexual Orientation,Mischief Under $5000,University (79),NO
2023,2023-09-12,2023-09-14,Ethnicity,Criminal Harassment,University (79),NO
2023,2023-09-13,2023-09-14,Religion,Mischief Under $5000,Leaside-Bennington (56),NO
2023,2023-09-13,2023-09-15,Religion,Assault,Guildwood (140),NO
2023,2023-09-15,2023-09-18,Religion,Mischief Under $5000,Agincourt South-Malvern West (128),NO
2023,2023-09-15,2023-09-18,Religion,Mischief Under $5000,Forest Hill North (102),NO
2023,2023-09-15,2023-09-21,Race/Ethnicity,Mischief Under $5000,Palmerston-Little Italy (80),NO
2023,2023-09-16,2023-09-16,Sexual Orientation,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),NO
2023,2023-09-16,2023-09-17,Religion,Mischief Under $5000,Englemount-Lawrence (32),NO
2023,2023-09-17,2023-09-17,Race/Ethnicity,Mischief Under $5000,High Park North (88),NO
2023,2023-09-17,2023-09-17,Religion,Uttering Threats - Bodily Harm,Bedford Park-Nortown (39),NO
2023,2023-09-18,2023-09-18,Religion,Mischief Under $5000,Rosedale-Moore Park (98),NO
2023,2023-09-18,2023-09-19,Religion,Disturbing Religious Worship Or Certain Meetings,Humewood-Cedarvale (106),NO
2023,2023-09-19,2023-09-19,Religion,Mischief Under $5000,NSA,NO
2023,2023-09-20,2023-09-20,Race/Ethnicity,Assault,Willowdale West (37),NO
2023,2023-09-21,2023-10-24,Religion,Harassing Communications,Annex (95),NO
2023,2023-09-21,2023-12-08,Race/Ethnicity,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2023,2023-09-21,2023-09-21,Sexual Orientation,Mischief Interfere With Property,York University Heights (27),NO
2023,2023-09-25,2023-09-25,Ethnicity,Assault,Danforth (66),YES
2023,2023-09-25,2023-09-26,Sexual Orientation,Mischief Under $5000,Thorncliffe Park (55),NO
2023,2023-09-26,2023-09-26,Sexual Orientation,Assault,Annex (95),NO
2023,2023-09-27,2023-09-27,Sexual Orientation,Harassing Communications,Bay Street Corridor (76),YES
2023,2023-09-29,2023-09-29,Sexual Orientation,Mischief Under $5000,York University Heights (27),NO
2023,2023-09-29,2023-09-29,Gender,"Mischief To Religious Property, Educational Institutions, Etc.",Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-09-30,2023-09-30,Religion,Criminal Harassment,Regent Park (72),NO
2023,2023-09-30,2023-10-13,Race/Ethnicity,Harassing Communications,Yonge-Eglinton (100),NO
2023,2023-10-01,2023-10-03,Ethnicity,Theft,Markland Wood (12),NO
2023,2023-10-04,2023-10-16,Race/Ethnicity,Assault,NSA,NO
2023,2023-10-06,2023-10-10,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Blake-Jones (69),YES
2023,2023-10-07,2023-10-11,Ethnicity,Uttering Threats - Bodily Harm,Yonge-Eglinton (100),YES
2023,2023-10-07,2023-10-07,Sexual Orientation,Criminal Harassment,Thorncliffe Park (55),NO
2023,2023-10-08,2023-10-08,Religion,Harassing Communications,Kensington-Chinatown (78),NO
2023,2023-10-11,2023-10-11,Religion,Uttering Threats - Bodily Harm,Forest Hill North (102),NO
2023,2023-10-12,2023-10-12,Religion,Uttering Threats - Bodily Harm,Bathurst Manor (34),YES
2023,2023-10-12,2023-10-12,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Blake-Jones (69),YES
2023,2023-10-15,2023-10-15,Religion,Uttering Threats - Bodily Harm,University (79),NO
2023,2023-10-15,2023-10-18,Religion,Mischief Under $5000,South Riverdale (70),NO
2023,2023-10-15,2023-10-15,Religion,Uttering Threats - Bodily Harm,Casa Loma (96),NO
2023,2023-10-15,2023-10-15,Religion,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2023,2023-10-15,2023-10-15,Religion,Mischief Under $5000,Elms-Old Rexdale (5),NO
2023,2023-10-15,2023-10-15,Sexual Orientation,Assault With a Weapon,Niagara (82),NO
2023,2023-10-16,2023-10-16,Religion,Mischief Under $5000,Tam O'Shanter-Sullivan (118),NO
2023,2023-10-16,2023-10-16,Religion,Uttering Threats - Bodily Harm,Waterfront Communities-The Island (77),NO
2023,2023-10-17,2023-10-18,Religion,Mischief Under $5000,Annex (95),NO
2023,2023-10-17,2023-10-19,Race/Ethnicity,Uttering Threats - Bodily Harm,Rosedale-Moore Park (98),NO
2023,2023-10-17,2023-10-18,Race/Ethnicity,Mischief Under $5000,Danforth (66),NO
2023,2023-10-20,2023-10-20,Religion,Indecent Communications,Niagara (82),NO
2023,2023-10-20,2023-10-23,Religion,Mischief Under $5000,Mount Pleasant East (99),NO
2023,2023-10-20,2023-10-21,Gender,Assault With a Weapon,Annex (95),NO
2023,2023-10-20,2023-10-20,Race/Ethnicity,Mischief Under $5000,Kensington-Chinatown (78),NO
2023,2023-10-21,2023-10-21,Religion,Mischief Under $5000,Lawrence Park South (103),NO
2023,2023-10-21,2023-10-21,Religion,Mischief Under $5000,Bay Street Corridor (76),NO
2023,2023-10-21,2023-10-21,Religion,Assault,Bay Street Corridor (76),NO
2023,2023-10-22,2023-11-08,Race/Ethnicity,Mischief Under $5000,Rouge (131),NO
2023,2023-10-25,2023-10-25,Religion,Assault,Bay Street Corridor (76),YES
2023,2023-10-25,2023-10-25,Race/Ethnicity,Mischief Under $5000,Birchcliffe-Cliffside (122),NO
2023,2023-10-25,2023-10-30,Race/Ethnicity,Mischief Under $5000,Cliffcrest (123),NO
2023,2023-10-26,2023-10-26,Religion,Mischief Under $5000,Stonegate-Queensway (16),NO
2023,2023-10-26,2023-11-02,Religion,Mischief Under $5000,Willowdale West (37),NO
2023,2023-10-27,2023-10-27,Ethnicity,Assault,Birchcliffe-Cliffside (122),NO
2023,2023-10-27,2023-10-28,Religion,Uttering Threats - Bodily Harm,Waterfront Communities-The Island (77),YES
2023,2023-10-28,2023-10-28,Ethnicity,Uttering Threats - Property,Annex (95),NO
2023,2023-10-29,2023-11-01,Ethnicity,Assault,University (79),NO
2023,2023-10-29,2023-10-29,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-10-30,2023-11-01,Religion,Disturbing Religious Worship Or Certain Meetings,Bay Street Corridor (76),NO
2023,2023-10-30,2023-10-30,Religion,Assault,Newtonbrook West (36),NO
2023,2023-10-31,2023-10-31,Sexual Orientation,Assault With a Weapon,Church-Yonge Corridor (75),YES
2023,2023-10-31,2023-10-31,Religion,Mischief Under $5000,Annex (95),NO
2023,2023-11-01,2023-11-01,Religion,Uttering Threats - Bodily Harm,Bedford Park-Nortown (39),NO
2023,2023-11-01,2023-11-01,Religion,Mischief Interfere With Property,St.Andrew-Windfields (40),NO
2023,2023-11-01,2023-11-02,Religion,Uttering Threats - Bodily Harm,Bedford Park-Nortown (39),NO
2023,2023-11-02,2023-11-02,Ethnicity,Assault,Willowdale West (37),YES
2023,2023-11-02,2023-11-02,Religion,Mischief Under $5000,Annex (95),NO
2023,2023-11-02,2023-11-02,Ethnicity,Assault,High Park North (88),NO
2023,2023-11-02,2023-11-03,Sexual Orientation,Criminal Harassment,Little Portugal (84),NO
2023,2023-11-05,2023-11-05,Ethnicity,Assault,Kensington-Chinatown (78),NO
2023,2023-11-05,2023-11-05,Ethnicity,Assault With a Weapon,Annex (95),YES
2023,2023-11-05,2023-11-05,Religion,Harassing Communications,Englemount-Lawrence (32),NO
2023,2023-11-05,2023-11-06,Religion,Mischief Under $5000,Tam O'Shanter-Sullivan (118),NO
2023,2023-11-05,2023-11-07,Religion,Criminal Harassment,Cliffcrest (123),NO
2023,2023-11-06,2023-11-06,Religion,Mischief Interfere With Property,Moss Park (73),NO
2023,2023-11-06,2023-11-06,Race/Ethnicity,Mischief Under $5000,Malvern (132),NO
2023,2023-11-06,2023-11-08,Religion,Indecent Communications,St.Andrew-Windfields (40),NO
2023,2023-11-08,2023-11-08,Gender,Assault With a Weapon,Church-Yonge Corridor (75),YES
2023,2023-11-08,2023-11-08,Race/Ethnicity,Mischief Under $5000,Bridle Path-Sunnybrook-York Mills (41),NO
2023,2023-11-09,2023-11-09,Sexual Orientation,Mischief Under $5000,High Park North (88),NO
2023,2023-11-09,2023-11-09,Religion,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2023,2023-11-10,2023-11-23,Race/Ethnicity,Criminal Harassment,South Parkdale (85),NO
2023,2023-11-10,2023-11-10,Religion,Mischief Under $5000,South Riverdale (70),NO
2023,2023-11-11,2023-11-11,Religion,Harassing Communications,Humewood-Cedarvale (106),NO
2023,2023-11-13,2023-11-13,Sexual Orientation,Assault With a Weapon,Downsview-Roding-CFB (26),YES
2023,2023-11-15,2023-11-15,Ethnicity,Assault With a Weapon,Waterfront Communities-The Island (77),YES
2023,2023-11-15,2023-11-15,Religion,Assault With a Weapon,Church-Yonge Corridor (75),YES
2023,2023-11-16,2023-11-16,Religion,Mischief Under $5000,Mount Pleasant East (99),NO
2023,2023-11-17,2023-11-17,Religion,Mischief Under $5000,Annex (95),NO
2023,2023-11-17,2023-11-17,Race/Ethnicity,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-11-17,2023-11-17,Religion,Uttering Threats - Bodily Harm,Bathurst Manor (34),NO
2023,2023-11-18,2023-11-18,Religion,Assault With a Weapon,Rosedale-Moore Park (98),YES
2023,2023-11-19,2023-11-20,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Westminster-Branson (35),NO
2023,2023-11-20,2023-11-20,Religion,Harassing Communications,Church-Yonge Corridor (75),NO
2023,2023-11-20,2023-11-21,Religion,Mischief Under $5000,Willowdale East (51),NO
2023,2023-11-20,2023-11-20,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-11-21,2023-11-22,Religion,Mischief Under $5000,St.Andrew-Windfields (40),NO
2023,2023-11-22,2023-11-23,Sexual Orientation,Mischief Under $5000,Cabbagetown-South St.James Town (71),NO
2023,2023-11-22,2023-11-22,Religion,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2023,2023-11-22,2023-11-22,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2023,2023-11-24,2023-11-24,Sexual Orientation,Assault With a Weapon,Bay Street Corridor (76),NO
2023,2023-11-24,2023-11-24,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-11-24,2023-11-25,Ethnicity,Mischief Under $5000,Englemount-Lawrence (32),NO
2023,2023-11-27,2023-11-27,Religion,Uttering Threats - Bodily Harm,Yonge-St.Clair (97),NO
2023,2023-11-30,2023-12-02,Ethnicity,Indecent Communications,Yonge-Eglinton (100),NO
2023,2023-11-30,2023-11-30,Ethnicity,Mischief Under $5000,Bathurst Manor (34),NO
2023,2023-12-01,2023-12-01,Religion,Uttering Threats - Bodily Harm,Taylor-Massey (61),YES
2023,2023-12-02,2023-12-02,Religion,Mischief Interfere With Property,Annex (95),YES
2023,2023-12-02,2023-12-02,Race/Ethnicity,Mischief Interfere With Property,Runnymede-Bloor West Village (89),YES
2023,2023-12-04,2023-12-04,Race/Ethnicity,Mischief Under $5000,Greenwood-Coxwell (65),NO
2023,2023-12-05,2023-12-06,Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2023,2023-12-06,2023-12-06,Religion,Mischief Under $5000,Clanton Park (33),NO
2023,2023-12-07,2023-12-07,Religion,Uttering Threats - Bodily Harm,Bathurst Manor (34),NO
2023,2023-12-07,2023-12-07,Religion,Harassing Communications,Willowdale East (51),NO
2023,2023-12-10,2023-12-10,Religion,Mischief Under $5000,Church-Yonge Corridor (75),YES
2023,2023-12-11,2023-12-11,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2023,2023-12-12,2023-12-13,Race/Ethnicity,Mischief Under $5000,High Park-Swansea (87),NO
2023,2023-12-14,2023-12-14,Race/Ethnicity,Mischief Under $5000,High Park-Swansea (87),NO
2023,2023-12-14,2023-12-14,Religion,Assault,Clanton Park (33),NO
2023,2023-12-15,2023-12-15,Race/Ethnicity,Uttering Threats - Bodily Harm,Bedford Park-Nortown (39),YES
2023,2023-12-17,2023-12-18,Ethnicity,Uttering Threats - Bodily Harm,Bay Street Corridor (76),NO
2023,2023-12-18,2023-12-18,Religion,Mischief Interfere With Property,Humewood-Cedarvale (106),YES
2023,2023-12-19,2023-12-19,Religion,Mischief Under $5000,L'Amoreaux (117),NO
2023,2023-12-19,2023-12-19,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2023,2023-12-20,2023-12-20,Religion,Uttering Threats - Bodily Harm,West Hill (136),YES
2023,2023-12-21,2023-12-21,Gender,Mischief Under $5000,Church-Yonge Corridor (75),NO
2023,2023-12-24,2023-12-24,Ethnicity,Uttering Threats - Bodily Harm,Lansing-Westgate (38),YES
2023,2023-12-24,2023-12-24,Ethnicity,Mischief Under $5000,Bedford Park-Nortown (39),NO
2023,2023-12-25,2023-12-25,Sexual Orientation,Assault,University (79),YES
2023,2023-12-28,2023-12-28,Sexual Orientation,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2023,2023-12-29,2023-12-30,Ethnicity,Assault,University (79),NO
2023,2023-12-29,2023-12-29,Ethnicity,Assault,Downsview-Roding-CFB (26),NO
2023,2023-12-30,2023-12-30,Ethnicity,Mischief Interfere With Property,Bay Street Corridor (76),NO
2023,2023-12-30,2023-12-30,Race/Ethnicity,Uttering Threats - Bodily Harm,Moss Park (73),YES
